,k,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_total,mean_read_operation_latency_total
0,1,10,5,5,300,300,0,300,0,0.26045784895001517,0.8183292752099973,0.26045784895001517,0.8183292752099973
