,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,23.0,11,5,5,173,250,0,250,0,6.85106325403315,22.79459407344307
