,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,50,5,3000,300,6,300,0,0.1671015989440962,0.42880759679971414,0.7309344788948449,1.2596349334549273,0.5739780422932139,0.876392872962344,2.0881379501661286
