,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency,last_filesize
0,3,5,5,300,300,6,300,0,0.08339388643139796,0.20216834238425507,0.07558461614930992,0.09752213657857492,0.07901102746667069,0.15005498782332022,1.1995902973333916,4194304
