,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,20,20,10,5,5,100,100,6,100,0,0.08174825625205509,0.2235432947119124,0.14555966062691167,0.376284397103547,0.10708756011023071,0.28014510095003065,0.9630936616667896
