,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency,last_filesize
0,4,5,5,300,300,6,300,0,0.13670279519029524,0.3136502623633086,0.08349623488466215,0.10484380968005369,0.11013791081668386,0.21159611571004158,1.0111183711666551,4194304
