,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,60,60,10,5,5,300,300,6,300,0,0.0984596864444726,0.2234261809314459,0.2687268987392156,0.34975345131103824,0.1649152286432945,0.26206498056661076,0.9895208273331567
