,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,40,5,2400,300,6,300,0,0.4359807965700444,0.7776673811570746,0.4359807965700444,0.7776673811570746,2.115715943666449
