,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,23.0,11,5,5,250,200,0,200,0,4.7791065011397675,0.9541431129280973
