,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,5,5,300,300,6,300,0,0.07708887734917472,0.2277219530966293,0.13874612076530232,0.3779970051503362,0.10673935901342095,0.27868631131670557,1.16727802283458
