,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,30,10,10,5,5,150,50,6,50,0,0.09210743232048116,0.17947106537541796,0.35645434245880286,0.09210743232048116,0.2446037253397905,4.34228916000211
