,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,10,5,600,300,6,300,0,0.1426485950900269,0.3079922871933187,0.1426485950900269,0.3079922871933187,1.029114887999943
