,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,30,60,10,5,5,150,300,6,300,0,0.09354491125159288,0.22627834785405035,0.2684966838060352,0.3568350592029206,0.16223656432004643,0.2752109261866523,0.9672129304999544
