,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency,mean_recon_operation_latency
0,11,15,5,1500,500,20,500,0,0,1.2858233673321955,2.4846547944355017,1.2858233673321955,2.4846547944355017,4.685950673199841
