,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency,mean_recon_operation_latency
0,11,15,5,1500,500,20,500,0,0,1.2504383764195663,2.4501266610573027,1.2504383764195663,2.4501266610573027,4.437897798800259
