,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,30,40,10,5,5,150,200,6,200,0,0.09816075211956335,0.22995019809447698,0.27511135698861444,0.3529046428542301,0.16834234648034907,0.28153937039329324,1.0135802121658344
