,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,20.0,11,5,5,250,250,0,250,0,1.1901870916527988,1.3647146103483974
