,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency,last_filesize
0,7,5,5,300,300,6,300,0,0.06441328642176031,0.14502515598120552,0.09582534221165318,0.1587715934580997,0.0794840188299501,0.15012882408997333,1.0400673386666313,4194304
