,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,20,30,10,5,5,100,150,6,150,0,0.09251506686379894,0.22717228581353868,0.2697511478821143,0.3464576925422106,0.1587418754798758,0.2650658537400886,0.9658084411663973
