,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,50,10,10,5,5,250,50,6,50,0,0.0916642815600062,0.13887753181616563,0.35297811266677837,0.0916642815600062,0.21964041836802065,1.0159602796663119
