,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency,last_filesize
0,5,5,5,300,300,6,300,0,0.16820993498965686,0.3827238167796777,0.0884418734660706,0.12312715404474595,0.12409684508334066,0.22728323571335446,1.085588162166611,4194304
