,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,10,10,5,5,50,50,6,50,0,0.0927949074996286,0.23012723316060146,1.017131041000539,0.0927949074996286,0.23012723316060146,1.0571662210010497
