,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency
0,23.0,11,5,5,250,250,0,250,0,0,2.772056801771245,6.642567826980056,2.772056801771245,6.642567826980056
