,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency
0,23.0,11,5,5,250,250,0,250,0,0,2.659110009063315,6.516784128964645,2.659110009063315,6.516784128964645
