,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency
0,19.0,11,5,5,250,213,0,213,0,0,0.9896568430750732,1.7316774593485316,0.9896568430750732,1.7316774593485316
