,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,50,5,3000,300,6,300,0,0.10035479978653408,0.4081643697403174,0.10035479978653408,0.4081643697403174,1.369135365999682
