,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,fast_ops_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency,mean_read_operation_latency,mean_recon_operation_latency
0,11,15,5,1500,500,100,500,0,0,1.7721654590961535,3.2819115432298522,1.7721654590961535,3.2819115432298522,4.4399696254025915
