,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,25.0,11,5,5,228,207,0,123,84,12.021675046786166,15.282486172797885
