,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,19.0,11,5,5,250,213,0,213,0,1.007141061235349,1.7487306517558607
