,filesize,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,21.0,11,5,5,250,213,0,213,0,1.2856466638808914,2.807371018444173
