,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,15,5,900,300,6,300,0,0.07606483244599076,0.2321130337734444,0.4729739433534009,0.07606483244599076,0.25297945655536347,1.561488917497627
