,reads_count,writes_count,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,60,20,10,5,5,300,100,6,100,0,0.09955795023188606,0.1593215673740334,0.27400294647312773,0.34824727722564586,0.16937887606036384,0.22665864081345108,0.9475265943353103
