,servers_no,readers_no,writers_no,sEU,sUS,wEU,wUS,rEU,rUS,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency,mean_read_operation_latency
0,3,1,1,2,1,0,1,0,1,1000,1000,0,1000,0,0.2868484812111419,0.2867841280972498
