,servers_no,readers_no,writers_no,reads_no,writes_no,recons_no,succ_writes_no,unsucc_writes_no,mean_write_operation_latency_EC,mean_read_operation_latency_EC,mean_write_operation_latency_ABD,mean_read_operation_latency_ABD,mean_write_operation_latency_total,mean_read_operation_latency_total,mean_recon_operation_latency
0,10,10,5,540,300,6,300,0,0.1266716290483108,0.19527051641169096,0.16634947359128316,0.25617389757452225,0.14422257125993687,0.2226267784612665,1.0311949394963449
